,microwave_11_Trans_V7_loss,microwave_11_Trans_V7_val,microwave_11_Trans_V7_time,microwave_11_Trans_V7_nep,microwave_11_Trans_V7_f1e,microwave_11_Trans_V7_mae,microwave_11_Trans_V7_mse,microwave_11_Trans_V7_accuracy,microwave_11_Trans_V7mcc,microwave_11_Trans_V7_precision,microwave_11_Trans_V7_f1,microwave_11_Trans_V7_recall
0,4577.8076171875,1293.9100341796875,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
1,3236.09326171875,1334.1724853515625,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
2,3176.833740234375,1187.0257568359375,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
3,3037.551513671875,1205.6644287109375,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
4,3090.466796875,1321.9888916015625,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
5,2931.91259765625,1202.8082275390625,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
6,2885.388916015625,1119.6678466796875,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
7,2930.86083984375,1114.484130859375,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
8,2968.57080078125,1182.6492919921875,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
9,2836.16357421875,1186.2703857421875,3226.141379594803,1.5072696710264766,0.5333444702288419,40.46583712382917,52098.5033897106,0.9680330773774365,0.5649931636783326,0.9955133607654554,0.9834343434343434,0.9716449326204244
