,dishwaser_6_Trans_Init_Bi_loss,dishwaser_6_Trans_Init_Bi_val,dishwaser_6_Trans_Init_Bi_time,dishwaser_6_Trans_Init_Bi_nep,dishwaser_6_Trans_Init_Bi_f1e,dishwaser_6_Trans_Init_Bi_mae,dishwaser_6_Trans_Init_Bi_mse,dishwaser_6_Trans_Init_Bi_accuracy,dishwaser_6_Trans_Init_Bimcc,dishwaser_6_Trans_Init_Bi_precision,dishwaser_6_Trans_Init_Bi_f1,dishwaser_6_Trans_Init_Bi_recall
0,1475.80712890625,275.5870361328125,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
1,655.335205078125,385.3547058105469,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
2,580.9366455078125,475.2007751464844,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
3,543.4925537109375,235.52725219726562,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
4,509.3675537109375,401.75103759765625,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
5,496.3974609375,164.0252685546875,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
6,484.7476806640625,142.26145935058594,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
7,474.45709228515625,119.34762573242188,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
8,454.5437927246094,186.63986206054688,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
9,483.431640625,209.434326171875,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
10,459.51116943359375,343.1800537109375,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
11,451.6543273925781,300.23028564453125,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
12,462.3371276855469,299.15228271484375,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
13,382.6580810546875,229.00547790527344,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
14,358.60247802734375,225.28753662109375,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
15,349.8251037597656,151.58917236328125,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
16,343.362548828125,164.23683166503906,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
17,334.0609436035156,137.40536499023438,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
18,315.29205322265625,115.72284698486328,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
19,310.5343017578125,120.05890655517578,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
20,306.73638916015625,126.35037231445312,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
21,304.5826110839844,119.52599334716797,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
22,302.3968200683594,129.94540405273438,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
23,300.1485290527344,134.0381317138672,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
24,293.4393310546875,128.08824157714844,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
25,292.6400451660156,124.38423156738281,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
26,291.5909118652344,127.26649475097656,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
27,291.060546875,127.82421875,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
28,290.3233337402344,121.78936767578125,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
29,288.60296630859375,122.3324203491211,2411.352346420288,1.0009213039672094,-0.0013149379284432112,50.92803472066306,48312.44862116107,0.9240637920850561,0.0,0.9240637920850561,0.9605334250208752,1.0
