,microwave_11_Trans_Init_Bi_loss,microwave_11_Trans_Init_Bi_val,microwave_11_Trans_Init_Bi_time,microwave_11_Trans_Init_Bi_nep,microwave_11_Trans_Init_Bi_f1e,microwave_11_Trans_Init_Bi_mae,microwave_11_Trans_Init_Bi_mse,microwave_11_Trans_Init_Bi_accuracy,microwave_11_Trans_Init_Bimcc,microwave_11_Trans_Init_Bi_precision,microwave_11_Trans_Init_Bi_f1,microwave_11_Trans_Init_Bi_recall
0,4823.83447265625,1381.515380859375,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
1,3433.843505859375,1207.475830078125,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
2,3429.455322265625,1310.301513671875,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
3,3312.871826171875,1472.0926513671875,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
4,3309.808837890625,1275.0797119140625,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
5,3150.436767578125,1172.6175537109375,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
6,3077.4638671875,1250.4873046875,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
7,3141.912353515625,1185.5955810546875,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
8,3061.710693359375,1281.685302734375,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
9,3189.007568359375,1236.6429443359375,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
10,3039.282958984375,1243.9268798828125,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
11,2747.9423828125,1129.4512939453125,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
12,2599.576904296875,1107.04052734375,2401.2372460365295,22.94356082409214,0.07570412566148295,615.9683387751728,821308.9471850136,0.19267572356763144,0.06870886277765786,0.9995815315943646,0.2954929693620882,0.17337236590617666
