,washer_dryer_10_Trans_Init_Bi_loss,washer_dryer_10_Trans_Init_Bi_val,washer_dryer_10_Trans_Init_Bi_time,washer_dryer_10_Trans_Init_Bi_nep,washer_dryer_10_Trans_Init_Bi_f1e,washer_dryer_10_Trans_Init_Bi_mae,washer_dryer_10_Trans_Init_Bi_mse,washer_dryer_10_Trans_Init_Bi_accuracy,washer_dryer_10_Trans_Init_Bimcc,washer_dryer_10_Trans_Init_Bi_precision,washer_dryer_10_Trans_Init_Bi_f1,washer_dryer_10_Trans_Init_Bi_recall
0,268.890869140625,134.32666015625,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
1,221.41375732421875,135.14492797851562,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
2,216.09400939941406,130.82171630859375,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
3,218.6847686767578,144.15257263183594,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
4,214.65850830078125,144.6522979736328,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
5,334.2060852050781,153.18716430664062,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
6,218.80140686035156,135.48301696777344,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
7,203.95863342285156,132.96142578125,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
8,194.1719207763672,130.00241088867188,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
9,193.04214477539062,133.78981018066406,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
10,189.85104370117188,128.62045288085938,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
11,186.8565216064453,129.7349090576172,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
12,186.6212921142578,139.0639190673828,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
13,186.64077758789062,129.6837158203125,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
14,183.91868591308594,126.42313385009766,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
15,180.17022705078125,127.17305755615234,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
16,179.91297912597656,126.61325073242188,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
17,179.1713409423828,126.64209747314453,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
18,175.7887420654297,133.45843505859375,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
19,172.90167236328125,123.70348358154297,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
20,171.52163696289062,125.70100402832031,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
21,169.96307373046875,127.88733673095703,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
22,168.83958435058594,139.2116241455078,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
23,169.0355682373047,130.60446166992188,2386.101437330246,1.0271413438548491,0.02311905741591567,6.485563375369656,2869.425920924515,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
